,title,paragraph
64,वेद प्रकाश मलिक,जनरल वेद प्रकाश मलिक कारगिल युद्ध के दौरान भारत के सेनाध्यक्ष थे।
65,शंकर रॉयचौधरी,"जनरल शंकर रॉयचौधरी , पीवीएसएम , एडीसी (जन्म ६  सितंबर १९३७ , कोलकाता ) भारतीय सेना के पूर्व सेना प्रमुख और भारतीय संसद के पूर्व सदस्य हैं। 
[1]जनरल रॉयचौधरी का जन्म ६  सितंबर १९३७  को कलकत्ता,पश्चिम बंगाल , भारत के एक  बंगाली परिवार में हुआ था। रॉयचौधरी वास्तव में ताकी (भारत) के जमींदार परिवार से थे । उन्होंने कोलकाता में सेंट जेवियर के कॉलेजिएट स्कूल और बाद में एलन मेमोरियल स्कूल और मसूरी में सेंट जॉर्ज कॉलेज में अपनी स्कूली शिक्षा प्राप्त की। वह १९५३  में भारतीय सशस्त्र बलों के संयुक्त सेवा विंग में एक कैडेट बन गए।भारतीय सैन्य अकादमी से स्नातक होने के बाद ९  जून १९५७  को भारतीय सेना बख्तरबंद कोर के २०  लांसर में जनरल शंकर रॉयचौधरी को कमीशन किया गया था। उन्होंने १९६५  में चंब-जौरीयन क्षेत्र में और जेसौर और खुलेना में ,१९७१  में बांग्लादेश  युद्ध के दौरान भाग लिया। उन्होंने १९७४  से १९७६  तक २० लांसर्स का  और १९८० से जुलाई १९८३ तक  स्वतंत्र बख्तरबंद ब्रिगेड का नेतृत्व किया , और मई १९८८  से मई १९९०  तक एक बख्तरबंद प्रभाग का कार्यभार संभाला । उन्होंने १९९१  से १९९२  तक जम्मू-कश्मीर में १६  कोर का नेतृत्व किया  ।"
66,शेर जंग थापा,"ब्रिगेडियर शेर जंग थापा, एमवीसी (15 अप्रैल 1907 - 25 फरवरी 1999) भारतीय सेना अधिकारी थे। वे 'स्कार्डू के नायक' के रूप में सम्मानित थे।[2]१९४८ में उन्हे महावीर चक्र (एमवीसी) से सम्मानित किया गया था जो भारतीय सेना का दूसरा सर्वोच्च वीरता पुरस्कार है।[3]शेर जंग थापा का जन्म 15 अप्रैल 1907 को ऐब्टाबाद, पंजाब, ब्रिटिश भारत (अब पाकिस्तान) में हुआ था।[4] उनके दादा, सूबेदार बालकृष्ण थापा (2/5 जीआर (एफएफ)), अपने पैतृक घर से टपक गाँव, गोरखा जिला, भारत में चले गए थे।[4] शेर जंग के पिता, अर्जुन थापा, ब्रिटिश भारतीय सेना में एक मानद कप्तान 2/5 जीआर (एफएफ) और द्वितीय विश्व युद्ध के अनुभवी थे।"
67,शैतान सिंह,"मेजर शैतान सिंह भाटी  (जन्म 1 दिसम्बर 1924 तथा मृत्यु 18 नवम्बर 1962) भारतीय सेना के एक अधिकारी थे। इन्हें वर्ष 1963 में मरणोपरांत परमवीर चक्र का सम्मान दिया गया।[1] [2] 
इनका निधन 1962 के भारत-चीन युद्ध में हुआ था, इन्होंने अपने वतन के लिए काफी संघर्ष किया लेकिन अंत में शहीद हो गये तथा भारत देश का नाम रौशन कर गये। [3] मेजर सिंह स्नातक स्तर की पढ़ाई पूरी करने पर सिंह जोधपुर राज्य बलों में शामिल हुए। जोधपुर की रियासत का भारत में विलय हो जाने के बाद उन्हें कुमाऊं रेजिमेंट में स्थानांतरित कर दिया गया। उन्होंने नागा हिल्स ऑपरेशन तथा 1961 में गोवा के भारत में विलय में हिस्सा लिया था।1962 में भारत-चीन युद्ध के दौरान, कुमाऊं रेजिमेंट की 13वीं बटालियन को चुशूल सेक्टर में तैनात किया गया था। सिंह की कमान के तहत सी कंपनी रेज़ांग ला में एक पोस्ट पर थी। 18 नवंबर 1962 की सुबह चीनी सेना ने हमला कर दिया। सामने से कई असफल हमलों के बाद चीनी सेना ने पीछे से हमला कर किया। भारतीयों ने आखिरी दौर तक लड़ा परन्तु अंततः चीनी हावी हो गए। युद्ध के दौरान सिंह लगातार पोस्टों के बीच सामंजस्य तथा पुनर्गठन बना कर लगातार जवानों का हौसला बढ़ाते रहे। चूँकि वह एक पोस्ट से दूसरी पोस्ट पर बिना किसी सुरक्षा के जा रहे थे अतः वह गंभीर रूप से घायल हो गए और वीर गति को प्राप्त हो गए। उनके इन वीरता भरे देश प्रेम को सम्मान देते हुए भारत सरकार ने वर्ष 1963 में उन्हें परमवीर चक्र से सम्मानित किया।[4]शैतान सिंह भाटी का जन्म 1 दिसम्बर 1924 को राजस्थान के जोधपुर जिले के बंसार गांव के एक राजपूत परिवार में हुआ था।  उनके पिता लेफ्टिनेंट कर्नल हेम सिंह थे जिन्होंने प्रथम विश्व युद्ध के दौरान फ्रांस में भारतीय सेना के साथ सेवा की और ब्रिटिश सरकार द्वारा ऑर्डर ऑफ द ब्रिटिश एम्पायर (ओबीई) से सम्मानित किए गए थे l"
68,संजय कुमार,"सूबेदार संजय कुमार (जन्म: ३ मार्च १९७६) एक भारतीय सिपाही हैं, जिन्होंने कारगिल युद्ध में एरिया फ्लैट टॉप पर कब्ज़ा करने में महत्वपूर्ण भूमिका निभाई। उनकी इस बहादुरी के लिए उन्हें १९९९ में परमवीर चक्र से सम्मानित किया गया था।संजय कुमार का जन्म ३ मार्च १९७६ को हिमाचल प्रदेश के बिलासपुर जिले के कलोल बल्किन ग्राम में हुआ था।[1] सेना में शामिल होने से पहले उन्होंने दिल्ली में टैक्सी चालक का काम भी किया है। सेना में भर्ती होने से पहले वह तीन बार अस्वीकृत भी किये जा चुके थे।[2]संजय कुमार चार व पांच जुलाई को कारगिल में मस्को वैली प्वाइंट ५८७५ पर फ्लैट टॉप पर ११ साथियों के साथ तैनात थे।[3] यहां दुश्मन उपर पहाड़ी से हमला कर रहा था। इस टीम में ११ साथियों में से दो शहीद हो चुके थे जबकि आठ गंभीर रूप से घायल थे। संजय कुमार भी अपनी राइफल के साथ दुश्मनों का कड़ा मुकाबला कर रहे थे लेकिन एक समय ऐसा आया कि संजय कुमार की राइफल में गोलियां खत्म हो गई। इस बीच संजय कुमार को भी तीन गोलियां लगी, इनमें दो उनकी टांगों में और एक गोली पीठ में लगी। संजय कुमार घायल हो चुके थे।[4]"
69,संत सिंह,"ब्रिगेडियर संत सिंह (12 जुलाई 1921 -- 9 दिसम्बर 2015) भारतीय सेना में एक अधिकारी थे। वह भारतीय सेना के छह अधिकारियों में से एक थे, जिन्हें भारत का दूसरा सबसे बड़ा युद्धकालीन सैन्य अलंकरण महावीर चक्र, दो बार दिया गया था। वह 1971 में भारत-पाकिस्तान युद्ध के दौरान मुक्तिवाहिनी के प्रशिक्षण में शामिल भारतीय अधिकारियों में से एक थे।संत सिंह का जन्म 12 जुलाई 1921 को पंजाब के फरीदकोट में पजग्नन कालान में हुआ था। उन्होंने बृजेंद्र हाई स्कूल, फरीदकोट और आरएसडी कॉलेज, फिरोजपुर में अध्ययन किया। 16 फरवरी 1947 को उन्हें सिख लाइट इन्फैंट्री में नियुक्त किया गया था। उनकी एक बेटी सतीदर कौर और एक पुत्र ब्रिगेडियर (सेवानिवृत्त) सरबजीत रंधवा हैं।उन्होंने 1964 में सिख लाइट इन्फैंट्री के कमांडर के रूप में पदभार संभाला। उन्होंने 1965 में भारत-पाकिस्तान युद्ध में ओपी हिल की लड़ाई में रेजिमेंट की जीत का नेतृत्व किया। वह 1968 तक रेजिमेंट के कमांडर बने रहे। वह भी महत्वपूर्ण भूमिका निभाई मुक्ति Bahini और उसके ब्रिगेड के गुरिल्ला ताकतों को प्रशिक्षण में पाकिस्तानी सेना की रक्षा के लिए गार्ड के बाद, ढाका में चढ़ाई, और इस तरह दुश्मन को आत्मसमर्पण करने के लिए मजबूर किया। उन्होंने 1973 में सेवानिवृत्त हुए।.[3]"
70,संदीप उन्नीकृष्णन,"श्री संदीप उन्नीकृष्णन (मलयालम: സന്ദീപ് ഉണ്ണിക്കൃഷ്ണന്‍, कन्नड़: ಸಂದೀಪ್ ಉನ್ನೀಕೃಷ್ಣನ್, हिन्दी: संदीप उन्नीकृष्णन) (15 मार्च 1977 -28 नवम्बर 2008) भारतीय सेना में एक मेजर थे, जिन्होंने राष्ट्रीय सुरक्षा गार्ड्स (एनएसजी) के कुलीन विशेष कार्य समूह में काम किया। 
वे नवम्बर 2008 में मुंबई के हमलों में आतंकवादियों से लड़ते हुए शहीद हुए।[1]  उनकी बहादुरी के लिए उन्हें 26 जनवरी 2009 को भारत के सर्वोच्च शांति समय बहादुरी पुरस्कार, अशोक चक्र से सम्मानित किया गया।[2]""उपर मत आना, मैं उन्हें संभाल लूंगा"", ये संभवतया ऑपरेशन ब्लैक टोरनेडो के दौरान उनके द्वारा अपने कमांडोज़ को कहे गए अंतिम शब्द थे। ऐसा कहते ही वे मुंबई के ताज होटल के अन्दर सशस्त्र आतंकवादियों की गोलियों से शहीद हो गए।[3]बाद में, एनएसजी के सूत्रों ने स्पष्ट किया कि जब ऑपरेशन के दौरान एक कमांडो घायल हो गये, मेजर उन्नीकृष्णन ने उसे बाहर निकालने की व्यवस्था की और खुद ही आतंकवादियों से निपटना शुरू कर दिया. आतंकवादी भाग कर होटल की किसी और मंजिल पर चले गए और उनका सामना करते करते मेजर उन्नीकृष्णन गंभीर रूप से घायल हो गए और वीरगति को प्राप्त हुए।[3]"
71,सरताज सिंह,सरताज सिंह को प्रशासकीय सेवा के क्षेत्र में भारत सरकार द्वारा सन १९७२ में पद्म भूषण से सम्मानित किया गया था। ये पंजाब से थे। २४ अप्रैल १९९८ को उनका निधन हो गया।[1]
72,साइरस अड्डी पिठावाला,"मेजर जनरल साइरस आदी पिथावाला एसी, वीएसएम भारतीय सेना के एक सेवानिवृत्त जनरल अधिकारी हैं। उन्हें 1981 में वीरता के लिए भारत की सर्वोच्च शान्ति समय के वीरता सम्मान अशोक चक्र  से सम्मानित किया गया था, [3] और इसके द्वारा भारतीय सशस्त्र बलों के इतिहास में सबसे अधिक सम्मानित ध्वज अधिकारियों में से एक हैं।साइरस पीठावाला का जन्म 13 जनवरी 1957 को बैंगलोर में हुआ था और उनकी शिक्षा दिल्ली के वायु सेना स्कूल में हुई थी। दिल्ली विश्वविद्यालय से वाणिज्य में स्नातक की उपाधि प्राप्त करने के बाद, उन्हें 1 सितंबर 1979 को जम्मू और कश्मीर राइफल्स की 17 वीं बटालियन में एक शॉर्ट-सर्विस कमीशन में द्वितीय लेफ्टिनेंट के रूप में कमीशन दिया गया। [1] [4] [5] 1 सितंबर 1984 को, उन्हें लेफ्टिनेंट के रूप में नियमित कमीशन मिला। [2]1 अगस्त 2008 को, पीठावाला ब्रिगेडियर के एक-स्टार रैंक को प्राप्त करने के लिए अशोक चक्र में से पहला प्राप्तकर्ता बन गये। [6] 20 जनवरी 2013 को मेजर जनरल के पद पर पदोन्नत होने पर, [7] वह दो-सितारा रैंक जनरल अधिकारी का पद प्राप्त करने वाले पहले अशोक चक्र प्राप्तकर्ता बने। [8] एक प्रमुख जनरल के रूप में, वह जनरल ऑफिसर कमांडिंग आंध्र सब एरिया के रूप में तैनात थे।"
73,सुज्जन सिंह,"सूबेदार सुज्जन सिंह  (30 मार्च, 1 9 53 - सितंबर 26, 1 99 4) भारतीय सेना के कुमाऊं रेजिमेंट के 13 वीं बटालियन के सैन्य अधिकारी थे। वह हरियाणा पैदा हुए थे। सिंह ,जम्मू और कश्मीर के कुपवाड़ा के जलुराह गांव के पास जंगल से आतंकवादियों को खत्म करने के लिए किए गए ऑपरेशन की खोज पार्टी મેં कमांडर थे। उनकी टीम ने आतंकवादी ठिकानों की पहचान की, लेकिन उन्हें ठिकाने से 15 मीटर की दूरी परभारी गोलिबारी का सामना करना पड़ा [1]। अपनी टीम के लिए कवर मुहैया कराने की जरूरत समझते हुए उन्होंने धैर्य और शांति से काम लिया। गोलीबारी में खुद को हुए कई घावों को नज़रअंदाज़ करते हुए उन्होंने आगे बढ़ना जारी रखा, परन्तु एक गोली उनके हेलमेट को भेदती हुई निकली और वे वीरगति को प्राप्त हुए। मरने से पहले सिंह ने कार्रवाई कर यह सुनिश्चित किया कि सभी आतंकवादी मारे जाये ताकि उनके हथियार और गोला-बारूद बरामद किए जा सके और उनकी टीम को बचाया जा सके, और वैसा ही हुआ [2]
[2]।उनकी बहादुरी के लिए, उन्हें मरणोपरांत भारत में शांति काल के सर्वोच्च सैन्य सम्मान अशोक चक्र से सम्मानित किया गया था[3]।2008 में, सुजान विहार कल्याण प्रबंधन सोसायटी द्वारा गुड़गांव में सेना कल्याण आवास संगठन की आवासीय कॉलोनी का नाम सुजान विहार, सुजान सिंह के नाम पर दिया गया है। उनके बलिदान को याद रखने के लिए सिंह की प्रतिमा भी स्थापित की थी।"
74,सुंदर सिंह,"मानद कैप्टन और सूबेदार मेजर सुंदर सिंह, एसी भारतीय सेना के एक सिपाही थे जिन्हें अशोक चक्र से सम्मानित किया गया था जो भारत का शान्ति के समय सर्वोच्च सैन्य सम्मान है। लांस नायक सुंदर सिंह जम्मू और कश्मीर राइफल्स पंजाब की ४ वीं बटालियन के एक महान सैनिक थे। [1]मानद कैप्टन और सूबेदार मेजर सुंदर सिंह का जन्म १४फरवरी १९२९ को जम्मू और कश्मीर के पंच जिले के चौक हदां गांव में हुआ था। उनके पिता कल्याण सिंह एक कश्मीरी सिख थे। वह एक किसान परिवार से थे।"
75,सूबेदार जोगिंदर सिंह,"सूबेदार जोगिंदर सिंह (२६ सितंबर १९२१ - अक्टूबर १९६२)[2] (पिता :श्री शेर सिंह जी,श्रीमती माता किशन कौर जी) सिख रेजिमेंट के एक भारतीय सैनिक थे। इन्हें १९६२ के भारत-चीन युद्ध में असाधारण वीरता के लिए मरणोपरांत परमवीर चक्र से सम्मानित किया गया।[3]श्री सिंह १९३६ में ब्रिटिश भारतीय सेना में शामिल हुए और सिख रेजिमेंट की पहली बटालियन में कार्यरत रहे। १९६२ के भारत-चीन युद्ध के दौरान वह नार्थ ईस्ट फ्रॉंटियर एजेंसी (नेफा / NEFA) में तान्पेंगला, बुम ला मोर्चे  पर एक टुकड़ी का नेतृत्व कर रहे थे। उन्होंने बहादुरी से अपनी टुकड़ी का नेतृत्व किया तथा जब तक वह घायल नहीं हुए, तब तक अपनी पोस्ट का बचाव किया। श्री सिंह जी इस युद्ध में लापता हो गए थे तथा चीनी सेना की ओर से भी उनके बारे में कोई सूचना नहीं मिली।श्री जोगिंदर सिंह जी का जन्म २६ सितंबर १९२१ को पंजाब में मोगा जिले के गाँव मेहाकलन, ब्रिटिश भारत में हुआ था। श्री जोगिन्दर सिंह जी बहुत समृद्ध परिवार से नहीं थे इसी कारण उनकी विधिवत शिक्षा भी लगभग नहीं हुई थी। उन्होंने अपना बचपन एक ही गांव में बिताया। उनके पिता श्री शेर सिंह जी एक कृषक सैनी सिख परिवार के थे, जो कि होशियारपुर ज़िले के गांव मुनाका से महलकलन में स्थानांतरित हो गए थे। श्री जोगिंदर सिंह जी ने श्रीमती गुरदयाल कौर बंगा जी से शादी की थी, जो कोठय राणा सिंह गाँव के एक सैनी परिवार से थीं। उन्होंने प्राथमिक स्तर की पढाई नाथू अला गांव में तथा उसके बाद दरोली गांव के मिडिल स्कूल से की। बाद में उन्होंने सेना में शामिल होने का फैसला किया, जिससे कि उन्हें वह ""पहचान और उद्देश्य"" मिल सके।ब्रिटिश भारतीय सेना में शामिल होने पर श्री सिंह जी को २८ सितंबर १९३६ को सिख रेजिमेंट (१ सिख) की पहली बटालियन में तैनात किया गया था। सेना में शामिल होने के बाद, उनकी प्रतिभा का विकास हुआ और उन्होंने वहाँ सेना की परीक्षाएं उत्तीर्ण कीं तथा उन्हें यूनिट शिक्षा प्रशिक्षक के रूप में नियुक्त किया गया। उन्होंने बर्मा की ओर से द्वितीय विश्व युद्ध तथा भारत-पाकिस्तान युद्ध १९४७-१९४८ के दौरान श्रीनगर में भाग लिया।"
76,सैम मानेकशॉ,"सैम होर्मूसजी फ्रेमजी जमशेदजी मानेकशॉ (३ अप्रैल १९१४ - २७ जून २००८) भारतीय सेना के अध्यक्ष थे जिनके नेतृत्व में भारत ने सन् 1971 में हुए भारत-पाकिस्तान युद्ध में विजय प्राप्त किया था जिसके परिणामस्वरूप बांग्लादेश का जन्म हुआ था।मानेकशॉ का जन्म 3 अप्रैल 1914 को अमृतसर में एक पारसी परिवार में हुआ था। उनका परिवार गुजरात के शहर वलसाड से पंजाब आ गया था। मानेकशॉ ने प्रारंभिक शिक्षा अमृतसर में पाई, बाद में वे नैनीताल के शेरवुड कॉलेज में दाखिल हो गए। वे देहरादून के इंडियन मिलिट्री एकेडमी के पहले बैच (१९३२) के लिए चुने गए ४० छात्रों में से एक थे। वहां से वे कमीशन प्राप्ति के बाद १९३४ में भारतीय सेना में भर्ती हुए।1937 में एक सार्वजनिक समारोह के लिए लाहौर गए सैम की मुलाकात सिल्लो बोडे से हुई। दो साल की यह दोस्ती 22 अप्रैल 1939 को विवाह में बदल गई। 1969 को उन्हें सेनाध्यक्ष बनाया गया और 1973 में फील्ड मार्शल का सम्मान प्रदान किया गया।"
77,सौरभ सिंह शेखावत,"ब्रिगेडियर सौरभ सिंह शेखावत, केसि, एससि, एसएम, भिएसएम, पैरा (विशेष बल) २१ वीं बटालियन के एक भारतीय सेना अधिकारी हैं और एक पर्वतारोही हैं।यूपीएससी शेखावत को १९९४ में कंबाइंड डिफेंस सर्विसेज एग्जामिनेशन  के माध्यम से ऑफिसर्स ट्रेनिंग एकेडमी, चेन्नई से सेकेंड लेफ्टिनेंट के रूप में भारतीय सेना में नियुक्त किया गया और ११ जून १९९६ को लेफ्टिनेंट और ११ जून १९९९ को कप्तान नियुक्त किया गया। [1] [2] उन्हें ११ जून २००७ को लेफ्टिनेंट-कर्नल और ६ जनवरी २०१० को कर्नल के रूप में पदोन्नत किया गया (१ जनवरी से वरिष्ठता)। [3] [4] उन्हें मार्च २०२० में ब्रिगेडियर के पद पर पदोन्नत किया गया था। [5]वह २००१, २००३ और २००५ में तीन बार माउंट एवरेस्ट पर चढ़ चुके हैं। वह किलिमंजारो, अफ्रीका की सबसे ऊंची चोटी और आल्प्स और पश्चिमी यूरोप की सबसे ऊंची चोटी मोंट ब्लांक पर भी चढ़ चुके हैं। [6] अक्टूबर २००९ में उन्होंने कजाकिस्तान में मार्बल वॉल पीक के कजाखस्तान शिखर पैमाने पर संयुक्त इंडो-कजाख टीम का नेतृत्व किया। [7]"
78,हंगपन दादा,हवलदार हंगपन दादा (2 अक्टूबर 1979 - 27 मई 2016) भारतीय सेना के एक जवान थे जो 27 मई 2016 को उत्तरी कश्मीर के शमसाबाड़ी में आतंकवादियों के साथ मुठभेड़ में शहीद हुए।[1] वीरगति प्राप्त करने से पूर्व उन्होंने 4 हथियारबंद आतंकवादियों को मौत के घाट उतारा। इस शौर्य के लिए 15 अगस्त 2016 को उन्हें मरणोपरांत अशोक चक्र से सम्मानित किया गया। अशोक चक्र शांतिकाल में दिया जाने वाला भारत का सर्वोच्च वीरता पुरस्कार है।ये अरुणाचल प्रदेश के बोदुरिया गांव के रहने वाले हैं।[2]ये 1997 में भारतीय थलसेना की असम रेजीमेंट के जरिए में शामिल हुए थे। बाद में इन्हें 35 राष्ट्रीय राइफल्स में तैनात किया गया।[2]
79,हनूत सिंह राठौड़,"हनूत सिंह राठौड़ (6 जुलाई 1933- 11 अप्रैल 2015) भारतीय सेना के भूतपूर्व लेफ्टिनेंट जनरल थे। १९७१ के बंगलादेश मुक्ति संग्राम में उनकी भूमिका के लिये उन्हें महावीर चक्र प्रदान किया गया था।हनूत सिंह की अगुवाई में पूना हॉर्स रेजीमेंट ने वर्ष 1965 तथा 1971 के भारत-पाक युद्ध में पाकिस्तान के 48 टैंक नष्ट कर दिए थे जिसके बाद पाक सेना के सामने हार स्वीकार करने के अतिरिक्त कोई विकल्प नहीं बचा। 1971 के युद्ध के बाद पाकिस्तान ने भी उन्हें ""फक्र ए हिंद"" से नवाजा था। [1]ले. जनरल हनूत सिंह का जन्म 6 जुलाई 1933 को बाड़मेर जिले के जसोल गांव में ले. कर्नल अर्जुन सिंह के घर हुआ था। वह देश के पूर्व विदेश एवं रक्षामंत्री जसवंत सिंह के चचेरे भाई थे। देहरादून के कर्नन ब्राउन स्कूल से पढ़ाई पूरी करने के बाद वह 1949 में एनडीए में दाखिल हुए। यहां वह सैकण्ड लेफ्टिनेंट पद पर नियुक्त हुए। इसके बाद वह सीढ़ी दर सीढ़ी तरक्की करते रहे।"
80,हर्ष उदय सिंह गौड़,"हर्ष उदय सिंह (1 जुलाई 1953 – 29 नवम्बर 1994) भारतीय सशस्त्र सेना के बिहार रेजीमेन्ट में कमाण्डिंग ऑफिसर थे। उनके असाधारण साहस और कार्य के प्रति निष्ठा के लिए उन्हें मरणोपरान्त सन १९९५ में अशोक चक्र से सम्मानित किया गया जो भारत का शान्तिकाल का  सर्वोच्च वीरता पुरस्कार है।[1][2][3][4]हर्ष का जन्म १९५३ में उत्तर प्रदेश के हरदोई जिले के नीर गाँव में हुआ थ। उनके पिता का नाम राजेन्द्र सिंह गौर था। हर्ष ने अपने गृहनगर में अपनी शिक्षा पूरी की और सी एम नेहरू कॉलेज से १९७२ में स्नातक हुए। सितम्बर १९७३ में उन्होने अधिकारी प्रशिक्षण अकादमी में प्रवेश लिया और १२ मई १९७४ को बिहर रेजीमेन्ट में सेकेण्ड लेफ्टिनेन्ट के पद पर लघु-सेवा कमीशन प्राप्त की। [5] Promoted lieutenant on 12 May 1975,[6] इसके बाद १२ मई १९७९ को वे स्थायी कमीशन हुए। [7] 9 जुलाई 1981 को वे कैप्टन पद पर प्रोन्नत हुए।[8]9 जुलाई 1986 को वे मेजर पद पर प्रोन्नत हुए। इसके बाद उन्होने रक्षा सेवा स्टाफ कॉलेज में प्रशिक्षक के रूप में सेवाएँ दीं। १९९४ में उनकी नियुक्ति कार्यकारी लेफ्टिनेन्ट कर्नल के रूप में १०वीं बिहार बटालियन में हुई जो उस समय जम्मू कश्मीर के बारामूला में तैनात थी। [1]"
81,हवलदार अब्दुल हामिद,"अब्दुल हमीद (जुलाई १, १९३३ - सितम्बर १०, १९६५) भारतीय सेना की ४ ग्रेनेडियर में एक सिपाही थे जिन्होंने 1965 के भारत-पाक युद्ध के दौरान खेमकरण सैक्टर के आसल उत्ताड़ में लड़े गए युद्ध में अद्भुत वीरता का प्रदर्शन करते हुए वीरगति प्राप्त की जिसके लिए उन्हें मरणोपरान्त भारत का सर्वोच्च सेना पुरस्कार परमवीर चक्र मिला।[1] यह पुरस्कार इस युद्ध, जिसमें वे शहीद हुये, के समाप्त होने के एक सप्ताह से भी पहले १६ सितम्बर १९६५ को घोषित हुआ।शहीद होने से पहले परमवीर अब्दुल हमीद ने मात्र अपनी ""गन माउन्टेड जीप"" से उस समय अजेय समझे जाने वाले पाकिस्तान के ""पैटन टैंकों"" को नष्ट किया था।अब्दुल हमीद का जन्म उत्तर प्रदेश के गाजीपुर जिले के धामूपुर गाँव में १ जुलाई १९३३ में एक साधारण, परिवार में हुआ था। उनकी माता का नाम सकीना बेगम और पिता का नाम मोहम्मद उस्मान था।"
82,होशियार सिंह,"मेजर (बाद में ब्रिगेडियर) होशियार सिंह दहिया (5 मई 1937 - 6 दिसम्बर 1998), परमवीर चक्र से सम्मानित भारतीय सैनिक थे। इनका जन्म हरियाणा के सोनीपत जिले के सिसाणा गांव में हिंदू जाट परिवार में चौधरी हीरा सिंह के यहाँ हुआ था। उन्होंने भारतीय सेना में समर्पण के साथ सेवा की और ब्रिगेडियर के रूप में सेवानिवृत्त हुए। उन्हें भारत के सर्वोच्च सैन्य सम्मान परमवीर चक्र से सम्मानित किया गया था। 6 दिसंबर 1998 को प्राकृतिक कारणों से उनका निधन हो गया।रोहतक के जाट कॉलेज में अपनी स्कूली शिक्षा और एक वर्ष का अध्ययन करने के बाद होशियार सिंह दहिया सेना में शामिल हो गए।  उन्हें 30 जून 1963 को भारतीय सेना के ग्रेनेडियर रेजिमेंट में कमीशन किया गया था।उनकी पहली तैनाती नेफ़ा (नॉर्थ-ईस्ट फ़्रंटियर एजेंसी) (NEFA) में थी । 1965 के भारत-पाकिस्तान युद्ध में, उन्होंने राजस्थान क्षेत्र से भाग लिया।"
